num,Database,herb,herb2,Ingredient_Name,Flag,MOLID,PubChem_CID,Biological_Test_Results,BBB_OB,SMILES,genes_from_paper,genes_from_tcmsp,genes_from_pubchem,genes_from_sea,genes_total
5314,TCMSP,ﬁΩœ„,π„ﬁΩœ„,orobanchoside,,,NO,,,,,,,,
5315,TCMSP,ﬁΩœ„,π„ﬁΩœ„,patchouli alcohol,,,10955174,,++,CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O,,"CHRNA2,CHRM3,CHRM2,CHRM1,GABRA1",,,"CHRNA2,CHRM3,CHRM2,CHRM1,GABRA1"
5316,TCMSP,ﬁΩœ„,π„ﬁΩœ„,"2,3b-Methano-3bH-cyclopenta[1,3]cyclopropa[1,2]benzene,1,2,3,3a,4,5-hexahydro-1,1,4,4-tetramethyl-, (2S,3aR,3bS,7aS)-",,,NO,,,,,,,,
5317,TCMSP,ﬁΩœ„,π„ﬁΩœ„,49070_FLUKA,,,NO,,,,,"GABRA1,CHRM2,CHRM1,CHRM3",,,"GABRA1,CHRM2,CHRM1,CHRM3"
5318,TCMSP,ﬁΩœ„,π„ﬁΩœ„,()-Cyclosativene,,,NO,,,,,CHRM2,,,CHRM2
5319,TCMSP,ﬁΩœ„,π„ﬁΩœ„,"5-Hydroxy-7,4'-dimethoxyflavanon",,,NO,,,,,"PTGS1,RXRA",,,"PTGS1,RXRA"
5320,TCMSP,ﬁΩœ„,π„ﬁΩœ„,53111-25-4,,,6428535,,++,CC1=CC2C(CC1)C(=CCCC2(C)C)C,,"CHRM3,NCOA2,CHRM1,RXRA,CHRM2",,,"CHRM3,NCOA2,CHRM1,RXRA,CHRM2"
5321,TCMSP,ﬁΩœ„,π„ﬁΩœ„,irisolidone,,,5281781,Exist,-+,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C(=C(C(=C3)O)OC)O,,"NCOA1,PTGS1,AR,PRSS1,ACHE,CHEK1,RELA,GSK3B,NCOA2,ESR1,RXRA,ESR2",JUN,"CA7,CBR1,ABCB1,ALDH2,IL2,CYP1B1,KLK7","NCOA1,ACHE,AR,PRSS1,GSK3B,CA7,CYP1B1,ESR1,RXRA,CHEK1,ESR2,PTGS1,RELA,ABCB1,CBR1,ALDH2,IL2,NCOA2,KLK7,JUN"
5322,TCMSP,ﬁΩœ„,π„ﬁΩœ„,quercetin 7-O-beta-D-glucoside,,,5282160,Exist,--,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O,,"PTGS1,AR,NCOA2,ESR1",,"NMUR2,ELAVL3,AKR1B1,CA4,CA7,P4HB,CA12,IL2,ALPI,XDH,NOX4","ELAVL3,CA4,AR,CA7,P4HB,ESR1,NOX4,NMUR2,AKR1B1,PTGS1,CA12,IL2,NCOA2,ALPI,XDH"
5323,TCMSP,ﬁΩœ„,π„ﬁΩœ„,oleanolic acid,,,10494,Exist,-+,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,,"CASP9,PTGS1,NQO1,CASP3,RXRA,ICAM1","IFNG,TDP1,AKR1B10,PRKAG1,GSK3B,ACP1,PTPN11,PRKAA2,PTPRF,PLA2G1B,PRKAG3,MAP4K2,DUSP3,POLB,PTPN1,CDC25B,GPBAR1,PTPN2,PTPRC,RELA,PRKAA1,PRKAB2,PRKAG2,PTPN6,F3,PRKAB1","PTPN2,CES2,CD81,PTPRC,AKR1B10,USP7,RELA,ACP1,PTPRF,PLA2G1B,POLB,PTPN6,F3,HSD11B1,DUSP3,PTPN1,CDC25B,GPBAR1","IFNG,AKR1B10,PRKAG1,GSK3B,ACP1,CASP3,PRKAA2,RXRA,PRKAG3,DUSP3,POLB,CDC25B,PTPN2,PTGS1,USP7,PRKAA1,PRKAG2,PTPN6,TDP1,CD81,CASP9,NQO1,PTPN11,PTPRF,PLA2G1B,MAP4K2,PTPN1,ICAM1,GPBAR1,CES2,PTPRC,RELA,PRKAB2,F3,HSD11B1,PRKAB1"
5324,TCMSP,ﬁΩœ„,π„ﬁΩœ„,-cis-.beta.-Elemene diastereomer,,,NO,,,,,"CHRM3,PTGS1,ADRA1A,NCOA2,CHRM1,RXRA,CHRM2,GABRA1",,,"CHRM3,PTGS1,ADRA1A,NCOA2,CHRM1,RXRA,CHRM2,GABRA1"
5325,TCMSP,ﬁΩœ„,π„ﬁΩœ„,pogostone,,,54695756,,++,CC1=CC(=C(C(=O)O1)C(=O)CCC(C)C)O,,GABRA1,,,GABRA1
5326,TCMSP,ﬁΩœ„,π„ﬁΩœ„,"5-Hydroxy-7°§ 3°Æ,4'-trimethoxyflavanone",,,NO,,,,,"PTGS1,RXRA,NCOA2",,,"PTGS1,RXRA,NCOA2"
5327,TCMSP,ﬁΩœ„,π„ﬁΩœ„,16844-71-6,,,119242,Exist,++,CC1C(CCC2C1(CCC3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C)C)O,,PGR,,,PGR
5328,TCMSP,ﬁΩœ„,π„ﬁΩœ„,MIAK,,,8034,Exist,+-,CC(C)CCC(=O)C,,,"TRHR,NFE2L2",,"TRHR,NFE2L2"
5329,TCMSP,ﬁΩœ„,π„ﬁΩœ„,(-)-nopinene,,,440967,Exist,++,CC1(C2CCC(=C)C1C2)C,,"CHRNA2,CHRM3,PTGS1,ADRA1A,NCOA2,CHRM1,ADRA2C,RXRA,CHRM2,GABRA1",,,"CHRNA2,CHRM3,PTGS1,ADRA1A,NCOA2,CHRM1,ADRA2C,RXRA,CHRM2,GABRA1"
5330,TCMSP,ﬁΩœ„,π„ﬁΩœ„,beta-patchoulene,,,101731,,++,CC1CCC2=C1CC3CCC2(C3(C)C)C,,"GABRA1,NCOA2,CHRM3",,,"GABRA1,NCOA2,CHRM3"
5331,TCMSP,ﬁΩœ„,π„ﬁΩœ„,DIBP,,,6782,Exist,++,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,,"NR3C1,CHRM3,PGR,NCOA2,CHRM1,RXRA,CHRM2,GABRA1","SENP8,ESR1",,"NR3C1,CHRM3,SENP8,PGR,NCOA2,CHRM1,ESR1,RXRA,CHRM2,GABRA1"
5332,TCMSP,ﬁΩœ„,π„ﬁΩœ„,"1H-Cycloprop[e]azulene, 1a,2,3,4,6,7,7a,7b-octahydro-1,1,4,7-tetramethyl-",,,579031,,++,CC1CCC2C(C2(C)C)C3C1=CCC3C,,CHRM3,,,CHRM3
5333,TCMSP,ﬁΩœ„,π„ﬁΩœ„,(beta-maaliene),,,NO,,,,,"CHRM2,CHRM3",,,"CHRM2,CHRM3"
5334,TCMSP,ﬁΩœ„,π„ﬁΩœ„,acteoside,,,5281800,Exist,--,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O,,ICAM1,"PSIP1,POLI,PRKCA,RIN1,PRMT1,ABL1,GFER,POLK",PRKCA,"PSIP1,POLI,PRKCA,RIN1,PRMT1,ABL1,GFER,POLK,ICAM1"
7559,Chemistry,ﬁΩœ„,π„ﬁΩœ„,3-methyl butanone,,,NO,,,,,,,,
7560,Chemistry,ﬁΩœ„,π„ﬁΩœ„,3-methyl-3-butenone,,,13143,Exist,++,CC(=C)C(=O)C,,,,,
7561,Chemistry,ﬁΩœ„,π„ﬁΩœ„,apigenin,,,5280443,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,,"PLAU,PSME3,AR,CASP3,MCL1,EIF6,TP53,INS,CCNB1,AAGAB,MS4A2,TRPM2,G6PC,PTGS1,CCND2,RB1,RUNX1T1,BCL2,NCOA2,AKR1C3,ALPI,VEGFA,ACACA,FCER2,CCND1,CASP9,PRSS1,FOS,PSMD3,IL13,F7,HIF1A,AHSA1,ICAM1,CFLAR,RELA,IKBKG,NFKBIA,MDM2,APC,CYCS",,"PTPRS,MAOA,TNKS,CA4,AKR1B10,ACHE,AR,FLT3,GSK3B,CYP3A4,PTGS2,KCND3,GPR35,ESR1,CDK5R1,CYP1A2,CDK6,NAE1,DPP4,AKR1B1,CFTR,HSD17B1,ABCC1,MPO,VEGFA,PGF,APP,AMY1A,CA7,TTR,TYR,CYP19A1,GLO1,CYP1B1,CYP2C19,CSNK2A1,NOX4,ESR2,ABCG2,TNKS2,ABCB1,SYK,GRK6,ALOX15,XDH","PSME3,TNKS,MAOA,CA4,AKR1B10,CYP3A4,PTGS2,MCL1,EIF6,GPR35,INS,CCNB1,AAGAB,TRPM2,DPP4,CFTR,HSD17B1,G6PC,PTGS1,CCND2,MPO,RB1,RUNX1T1,BCL2,AKR1C3,ALPI,VEGFA,ACACA,FCER2,PGF,CASP9,APP,PRSS1,CA7,TTR,PSMD3,IL13,TYR,GLO1,CYP1B1,AHSA1,NOX4,ICAM1,ESR2,TNKS2,RELA,ABCB1,IKBKG,MDM2,APC,XDH,PTPRS,PLAU,ACHE,AR,FLT3,GSK3B,CASP3,KCND3,TP53,ESR1,CDK5R1,MS4A2,CYP1A2,CDK6,NAE1,AKR1B1,ABCC1,NCOA2,CCND1,AMY1A,FOS,CYP19A1,F7,HIF1A,CYP2C19,CSNK2A1,ABCG2,CFLAR,SYK,GRK6,NFKBIA,ALOX15,CYCS"
7562,Chemistry,ﬁΩœ„,π„ﬁΩœ„,apigenin-7-O-glucoside,,,5280704,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,,,TNF,"CA2,CA4,CA7,P4HB,CA12,ALDH2,ALDH1A2,ALDH1B1,IL2,XDH,TNF","CA2,CA4,CA7,P4HB,CA12,ALDH2,ALDH1A2,ALDH1B1,IL2,XDH,TNF"
7563,Chemistry,ﬁΩœ„,π„ﬁΩœ„,apigenin-7-O-beta-D-(6'-p-coumaroyl)-glucoside,,,NO,,,,,,,,
7564,Chemistry,ﬁΩœ„,π„ﬁΩœ„,apigetrin,,,5280704,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,,,TNF,"CA2,CA4,CA7,P4HB,CA12,ALDH2,ALDH1A2,ALDH1B1,IL2,XDH,TNF","CA2,CA4,CA7,P4HB,CA12,ALDH2,ALDH1A2,ALDH1B1,IL2,XDH,TNF"
7565,Chemistry,ﬁΩœ„,π„ﬁΩœ„,apigetrin,,,5280704,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,,,TNF,"CA2,CA4,CA7,P4HB,CA12,ALDH2,ALDH1A2,ALDH1B1,IL2,XDH,TNF","CA2,CA4,CA7,P4HB,CA12,ALDH2,ALDH1A2,ALDH1B1,IL2,XDH,TNF"
7566,Chemistry,ﬁΩœ„,π„ﬁΩœ„,caryophellene,,,NO,,,,,"CHRM3,PTGS1,CHRM2,ADRA1A,NCOA2,CHRM1,GABRA1",,,"CHRM3,PTGS1,ADRA1A,NCOA2,CHRM1,CHRM2,GABRA1"
7567,Chemistry,ﬁΩœ„,π„ﬁΩœ„,cosmosiin,,,5280704,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,,,TNF,"CA2,CA4,CA7,P4HB,CA12,ALDH2,ALDH1A2,ALDH1B1,IL2,XDH,TNF","CA2,CA4,CA7,P4HB,CA12,ALDH2,ALDH1A2,ALDH1B1,IL2,XDH,TNF"
7568,Chemistry,ﬁΩœ„,π„ﬁΩœ„,methyl acetate,,,6584,Exist,++,CC(=O)OC,,,,,
7569,Chemistry,ﬁΩœ„,π„ﬁΩœ„,ombuin,,,5320287,Exist,--,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)O)O,,"PTGS1,PRSS1,AR,F7,NCOA2,ESR2","DPP4,XDH","MAOA,CA4,GPR35,AKR1B1,CYP2C8,ABCC1,CA12,ELAVL1,ALOX5,NUAK1,CYP1A1,ALOX12,ELAVL3,APP,CA7,GLO1,CYP1B1,DAPK1,NOX4,ABCG2,CA3,ABCB1,PKN1,ALOX15,NEK6,XDH","MAOA,CA4,AR,GPR35,DPP4,AKR1B1,PTGS1,CYP2C8,ABCC1,CA12,ELAVL1,ALOX5,NUAK1,NCOA2,CYP1A1,ALOX12,ELAVL3,APP,PRSS1,CA7,F7,GLO1,CYP1B1,DAPK1,NOX4,ESR2,ABCG2,CA3,ABCB1,PKN1,ALOX15,NEK6,XDH"
7570,Chemistry,ﬁΩœ„,π„ﬁΩœ„,pachypodol,,,5281677,Exist,--,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)OC)O,,"PTGS1,AR,PRSS1,GSK3B,F7,NCOA2,ESR1,CHEK1,ESR2",ABCG2,"ABCG2,MAOA,AKR1B1,CA4,ELAVL3,CA7,ABCB1,CA12,CYP1B1,XDH,NOX4","ELAVL3,MAOA,CA4,AR,PRSS1,GSK3B,CA7,F7,CYP1B1,ESR1,CHEK1,NOX4,ESR2,ABCG2,AKR1B1,PTGS1,ABCB1,CA12,NCOA2,XDH"
7571,Chemistry,ﬁΩœ„,π„ﬁΩœ„,"patchoulan 1,12-diol",,,NO,,,,,,,,
7572,Chemistry,ﬁΩœ„,π„ﬁΩœ„,patchouli alcohol,,,10955174,,++,CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O,,"CHRNA2,CHRM3,CHRM2,CHRM1,GABRA1",,,"CHRNA2,CHRM3,CHRM2,CHRM1,GABRA1"
7573,Chemistry,ﬁΩœ„,π„ﬁΩœ„,rhamnetin,,,5281691,Exist,--,COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)O)O,,"PTGS1,AR,PRSS1,ACHE,GSK3B,F7,NCOA2,CHEK1,ESR2","ELAVL3,AKR1B1,HSPB1,MAPK8,MAPT,MAPK14,MAPK13,IPMK,IP6K2,THRB,POLK,MAPK12,MAPK11","MAOA,CA4,GPR35,AKR1B1,CYP2C8,ABCC1,MPO,CA12,CA6,ELAVL1,ALOX5,NUAK1,CYP1A1,ALOX12,ELAVL3,APP,CA7,GLO1,CYP1B1,DAPK1,NOX4,CA5A,ABCG2,CA3,ABCB1,PKN1,ALOX15,NEK6,XDH","MAOA,CA4,ACHE,AR,GSK3B,IP6K2,GPR35,POLK,MAPK12,MAPK11,MAPK8,AKR1B1,PTGS1,CYP2C8,ABCC1,MPO,CA12,IPMK,CA6,ELAVL1,NCOA2,ALOX5,NUAK1,CYP1A1,ALOX12,ELAVL3,APP,PRSS1,MAPT,CA7,MAPK14,F7,GLO1,CYP1B1,DAPK1,CHEK1,NOX4,ESR2,CA5A,ABCG2,HSPB1,CA3,ABCB1,MAPK13,PKN1,THRB,ALOX15,NEK6,XDH"
7574,Chemistry,ﬁΩœ„,π„ﬁΩœ„,seychellene,,,519743,,++,CC1CCC2(C(=C)C3CCC2(C1C3)C)C,,,,,
7575,Chemistry,ﬁΩœ„,π„ﬁΩœ„,alpha-bulnesene,,,94275,,+-,CC1CCC2=C(CCC(CC12)C(=C)C)C,,,,,
7576,Chemistry,ﬁΩœ„,π„ﬁΩœ„,alpha-guaiene,,,5317844,,++,CC1CCC(CC2=C1CCC2C)C(=C)C,,"CHRM3,PTGS1,NCOA2,CHRM1,RXRA,GABRA1",,,"CHRM3,PTGS1,NCOA2,CHRM1,RXRA,GABRA1"
7577,Chemistry,ﬁΩœ„,π„ﬁΩœ„,alpha-patchoulene,,,521710,,++,CC1CCC23C1CC(C2(C)C)CC=C3C,,"GABRA1,CHRM2,CHRM3",,,"GABRA1,CHRM2,CHRM3"
7578,Chemistry,ﬁΩœ„,π„ﬁΩœ„,beta-bulnesene,,,12302131,,+-,CC1CCC2=C(CCC(=C(C)C)CC12)C,,,,,
7579,Chemistry,ﬁΩœ„,π„ﬁΩœ„,beta-caryophyllene,,,5281515,Exist,++,CC1=CCCC(=C)C2CC(C2CC1)(C)C,,"RXRA,CHRNA2,CHRM3,PTGS1,ADRA1A,NCOA2,CHRM1,IL6,CHRM2,GABRA1",CNR2,,"CHRNA2,CHRM3,PTGS1,ADRA1A,IL6,CNR2,NCOA2,CHRM1,RXRA,CHRM2,GABRA1"
7580,Chemistry,ﬁΩœ„,π„ﬁΩœ„,beta-elemene,,,6918391,Exist,++,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,,"TEP1,CHRM3,PTGS1,RB1,ADRA1A,RUNX1T1,BCL2,EIF6,RHOA,NCOA2,CHRM1,TP53,CCNB1,RXRA,CHRM2,GABRA1",,,"TEP1,EIF6,TP53,CCNB1,RXRA,GABRA1,CHRM3,PTGS1,ADRA1A,RB1,RUNX1T1,BCL2,RHOA,NCOA2,CHRM1,CHRM2"
7581,Chemistry,ﬁΩœ„,π„ﬁΩœ„,beta-guaiene,,,6949,,++,CC1CCC(=C(C)C)CC2=C1CCC2C,,"CHRM3,PTGS1,ADRA1A,NCOA2,CHRM1,RXRA,CHRM2,GABRA1",,,"CHRM3,PTGS1,ADRA1A,NCOA2,CHRM1,RXRA,CHRM2,GABRA1"
7582,Chemistry,ﬁΩœ„,π„ﬁΩœ„,beta-patchoulene,,,101731,,++,CC1CCC2=C1CC3CCC2(C3(C)C)C,,"GABRA1,NCOA2,CHRM3",,,"GABRA1,NCOA2,CHRM3"
7583,Chemistry,ﬁΩœ„,π„ﬁΩœ„,delta-cadinene,,,441005,Exist,++,CC1=CC2C(CCC(=C2CC1)C)C(C)C,,,,,
7584,Chemistry,ﬁΩœ„,π„ﬁΩœ„,delta-cadinene,,,441005,Exist,++,CC1=CC2C(CCC(=C2CC1)C)C(C)C,,,,,
7585,Chemistry,ﬁΩœ„,π„ﬁΩœ„,delta-cadinol,,,3084311,,+-,CC1=CC2C(CCC(C2CC1)(C)O)C(C)C,,"GABRA1,CHRM2,CHRM1,CHRM3",,,"GABRA1,CHRM2,CHRM1,CHRM3"
7586,Chemistry,ﬁΩœ„,π„ﬁΩœ„,delta-cadinol,,,3084311,,+-,CC1=CC2C(CCC(C2CC1)(C)O)C(C)C,,"GABRA1,CHRM2,CHRM1,CHRM3",,,"GABRA1,CHRM2,CHRM1,CHRM3"
7587,Chemistry,ﬁΩœ„,π„ﬁΩœ„,delta-guaiene,,,94275,,+-,CC1CCC2=C(CCC(CC12)C(=C)C)C,,,,,
453,TCMID,ﬁΩœ„,π„ªÙœ„,"(+)-guaia-10(15),11-dien-1alpha-ol",,,NO,,,,,,,,
454,TCMID,ﬁΩœ„,π„ªÙœ„,"(?)-guaia-1(10),11-dien-15-ol",,,NO,,,,,,,,
455,TCMID,ﬁΩœ„,π„ªÙœ„,"(?)-guaia-1,11-dien-10alpha-ol",,,NO,,,,,,,,
456,TCMID,ﬁΩœ„,π„ªÙœ„,"10alpha-hydroperoxy-guaia-1,11-diene",,,11736507,,+-,CC1CC=C2C1CC(CCC2(C)OO)C(=C)C,,,,,
457,TCMID,ﬁΩœ„,π„ªÙœ„,"15alpha-hydroperoxy-guaia-1(10),11-diene",,,11736506,,+-,CC1CCC2=C(CCC(CC12)C(=C)C)COO,,,,,
458,TCMID,ﬁΩœ„,π„ªÙœ„,"1alpha-hydroperoxy-guaia-10(15),11-diene",,,11481776,,+-,CC1CCC2(C1CC(CCC2=C)C(=C)C)OO,,,,,
459,TCMID,ﬁΩœ„,π„ªÙœ„,2-methyl-5-acetonyl-7-hydroxychromone,,,5319500,Exist,--,CC1=CC(=O)C2=C(C=C(C=C2O1)O)CC(=O)C,,,,,
460,TCMID,ﬁΩœ„,π„ªÙœ„,3-methyl-3-butenone,,,13143,Exist,++,CC(=C)C(=O)C,,,,,
461,TCMID,ﬁΩœ„,π„ªÙœ„,"4-(3-ethyl-2-butenyl)-4-cyclohexene-1,3,dione",,,NO,,,,,,,,
462,TCMID,ﬁΩœ„,π„ªÙœ„,5-cinnamoyl-9-o-acetylphototaxicin i,,,NO,,,,,,,,
463,TCMID,ﬁΩœ„,π„ªÙœ„,alloaromadendrene,,,91354,,++,CC1CCC2C1C3C(C3(C)C)CCC2=C,,,,,
464,TCMID,ﬁΩœ„,π„ªÙœ„,alpha-farnesene,,,5281516,Exist,+-,CC(=CCCC(=CCC=C(C)C=C)C)C,,,"GLI3,HSPB1,NR3C1,NFE2L2,NR1I2,ESRRA,PPARG",,"GLI3,HSPB1,NR3C1,NFE2L2,NR1I2,ESRRA,PPARG"
465,TCMID,ﬁΩœ„,π„ªÙœ„,alpha-guriunene,,,NO,,,,,,,,
466,TCMID,ﬁΩœ„,π„ªÙœ„,alpha-guttiferin,,,NO,,,,,,,,
467,TCMID,ﬁΩœ„,π„ªÙœ„,anethole,,,637563,Exist,++,CC=CC1=CC=C(C=C1)OC,,"RELA,ADRA1A,CHRM1,NFKBIA,ADRA2C",,"NFE2L2,AHR,RELA,PTGS2,CYP1B1","NFE2L2,AHR,RELA,ADRA1A,PTGS2,NFKBIA,CHRM1,CYP1B1,ADRA2C"
468,TCMID,ﬁΩœ„,π„ªÙœ„,anisaldehyde,,,31244,Exist,++,COC1=CC=C(C=C1)C=O,,TYR,"ALDH1A1,CYP2A6","CA14,CA2,CA12","CA2,TYR,CA12,CYP2A6,CA14,ALDH1A1"
469,TCMID,ﬁΩœ„,π„ªÙœ„,apigenin,,,5280443,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,,"PLAU,PSME3,AR,CASP3,MCL1,EIF6,TP53,INS,CCNB1,AAGAB,MS4A2,TRPM2,G6PC,PTGS1,CCND2,RB1,RUNX1T1,BCL2,NCOA2,AKR1C3,ALPI,VEGFA,ACACA,FCER2,CCND1,CASP9,PRSS1,FOS,PSMD3,IL13,F7,HIF1A,AHSA1,ICAM1,CFLAR,RELA,IKBKG,NFKBIA,MDM2,APC,CYCS",,"PTPRS,MAOA,TNKS,CA4,AKR1B10,ACHE,AR,FLT3,GSK3B,CYP3A4,PTGS2,KCND3,GPR35,ESR1,CDK5R1,CYP1A2,CDK6,NAE1,DPP4,AKR1B1,CFTR,HSD17B1,ABCC1,MPO,VEGFA,PGF,APP,AMY1A,CA7,TTR,TYR,CYP19A1,GLO1,CYP1B1,CYP2C19,CSNK2A1,NOX4,ESR2,ABCG2,TNKS2,ABCB1,SYK,GRK6,ALOX15,XDH","PSME3,TNKS,MAOA,CA4,AKR1B10,CYP3A4,PTGS2,MCL1,EIF6,GPR35,INS,CCNB1,AAGAB,TRPM2,DPP4,CFTR,HSD17B1,G6PC,PTGS1,CCND2,MPO,RB1,RUNX1T1,BCL2,AKR1C3,ALPI,VEGFA,ACACA,FCER2,PGF,CASP9,APP,PRSS1,CA7,TTR,PSMD3,IL13,TYR,GLO1,CYP1B1,AHSA1,NOX4,ICAM1,ESR2,TNKS2,RELA,ABCB1,IKBKG,MDM2,APC,XDH,PTPRS,PLAU,ACHE,AR,FLT3,GSK3B,CASP3,KCND3,TP53,ESR1,CDK5R1,MS4A2,CYP1A2,CDK6,NAE1,AKR1B1,ABCC1,NCOA2,CCND1,AMY1A,FOS,CYP19A1,F7,HIF1A,CYP2C19,CSNK2A1,ABCG2,CFLAR,SYK,GRK6,NFKBIA,ALOX15,CYCS"
470,TCMID,ﬁΩœ„,π„ªÙœ„,apigenin-7-o-beta-d-(6''-p-courmaroyl)-glucoside,,,NO,,,,,,,,
471,TCMID,ﬁΩœ„,π„ªÙœ„,apigenin-7-o-glucoside,,,5280704,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,,,TNF,"CA2,CA4,CA7,P4HB,CA12,ALDH2,ALDH1A2,ALDH1B1,IL2,XDH,TNF","CA2,CA4,CA7,P4HB,CA12,ALDH2,ALDH1A2,ALDH1B1,IL2,XDH,TNF"
472,TCMID,ﬁΩœ„,π„ªÙœ„,apigenin-7-o-beta-d-(6''-p-courmaroyl)-glucoside,,,NO,,,,,,,,
473,TCMID,ﬁΩœ„,π„ªÙœ„,apigetrin,,,5280704,Exist,--,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,,,TNF,"CA2,CA4,CA7,P4HB,CA12,ALDH2,ALDH1A2,ALDH1B1,IL2,XDH,TNF","CA2,CA4,CA7,P4HB,CA12,ALDH2,ALDH1A2,ALDH1B1,IL2,XDH,TNF"
474,TCMID,ﬁΩœ„,π„ªÙœ„,benzaldehyde,,,240,Exist,++,C1=CC=C(C=C1)C=O,,,"ALDH1A1,CYP2A6",,"ALDH1A1,CYP2A6"
475,TCMID,ﬁΩœ„,π„ªÙœ„,calarene,,,28481,,++,CC1CCC=C2C1(C3C(C3(C)C)CC2)C,,"CHRM3,CHRM2,CHRM1,GABRA1,GRIA2",,,"CHRM3,CHRM2,CHRM1,GABRA1,GRIA2"
476,TCMID,ﬁΩœ„,π„ªÙœ„,caryophyllene epoxid,,,NO,,,,,,,,
477,TCMID,ﬁΩœ„,π„ªÙœ„,cinnamaldehyde,,,637511,Exist,++,C1=CC=C(C=C1)C=CC=O,,"IRF3,TLR4,NFE2L2,RELA,TRPV1,NFKBIA,TRPV4",,"MAOB,TRPA1","IRF3,TLR4,NFE2L2,TRPA1,RELA,TRPV1,MAOB,NFKBIA,TRPV4"
478,TCMID,ﬁΩœ„,π„ªÙœ„,cinnamic acid,,,444539,Exist,++,C1=CC=C(C=C1)C=CC(=O)O,,PTGS1,"TNKS2,HDAC6,HDAC2,HDAC10,HDAC11,TNKS,HDAC8,HDAC9,HDAC1,HDAC4,HDAC5,HDAC7,HCAR2,HDAC3","HDAC6,HDAC2,MMP9,AKR1B1,CA4,ESR2,CA3,CA7,HDAC8,MMP1,MAOB,CA6,HCAR2,MMP2,CA14,CA5B,CA5A","HDAC6,HDAC2,TNKS,HDAC11,CA4,HDAC8,HDAC4,CA7,HDAC5,MMP1,HDAC7,MAOB,MMP2,HDAC3,CA14,CA5B,CA5A,MMP9,TNKS2,HDAC10,AKR1B1,ESR2,PTGS1,HDAC9,CA3,HDAC1,HCAR2,CA6"
479,TCMID,ﬁΩœ„,π„ªÙœ„,dehydroagastol,,,126634,,--,CC1CCC2(C(C1=C)CC(=O)C3=C2C(=C(C(=C3O)C(=C)C)OC)O)C,,,,,
480,TCMID,ﬁΩœ„,π„ªÙœ„,dehyfroandrographolide,,,NO,,,,,,,,
481,TCMID,ﬁΩœ„,π„ªÙœ„,delta-guaiene,,,94275,,+-,CC1CCC2=C(CCC(CC12)C(=C)C)C,,,,,
482,TCMID,ﬁΩœ„,π„ªÙœ„,elemicin,,,10248,Exist,++,COC1=CC(=CC(=C1OC)OC)CC=C,,"CHRM3,PTGS1,ADRA1A,CHRM1,ADRA2C,CHRM2,GRIA2,GABRA1",,,"CHRM3,PTGS1,ADRA1A,CHRM1,ADRA2C,CHRM2,GRIA2,GABRA1"
483,TCMID,ﬁΩœ„,π„ªÙœ„,epiguaipyridine,,,NO,,,,,,,,
484,TCMID,ﬁΩœ„,π„ªÙœ„,epiheteroconessine,,,NO,,,,,,,,
485,TCMID,ﬁΩœ„,π„ªÙœ„,estragole,,,8815,Exist,++,COC1=CC=C(C=C1)CC=C,,,"SENP8,TDP1,NR0B1",,"SENP8,TDP1,NR0B1"
